chrID	start	end	gene name	strand
chr17	18378098	18380098	LGALS9C	+
chr17	20370848	20372848	LGALS9B	-
chr2	99223010	99225010	UNC50	+
chr20	61885892	61887892	NKAIN4	-
chr8	63159500	63161500	NKAIN3	+
chr6	124122990	124124990	NKAIN2	+
chr1	31712734	31714734	NKAIN1	-
chr19	48827255	48829255	EMP3	+
chr15	43807805	43809805	MAP1A	+
chr5	71401094	71403094	MAP1B	+
chr11	133826649	133828649	IGSF9B	-
chr10	72970291	72972291	UNC5B	+
chr4	96470361	96472361	UNC5C	-
chr7	100808852	100810852	VGF	-
chr5	176235559	176237559	UNC5A	+
chr8	35399909	35401909	UNC5D	+
chr19	17828964	17830964	MAP1S	+
chr16	19533178	19535178	CCP110	+
chr17	2133971	2135971	LOC101927839	+
chr9	95569892	95571892	ANKRD19P	+
chrX	154723771	154725771	LOC101927830	-
chr6	2110006	2112006	LOC105375014	-
chr19	17968686	17970686	RPL18A	+
chr9	140655473	140657473	EHMT1-IT1	+
chr16	69982804	69984804	CLEC18A	+
chr11	790126	792126	CEND1	-
chr16	74455368	74457368	CLEC18B	-
chr10	104611966	104613966	BORCS7	+
chr17	8093564	8095564	BORCS6	-
chr12	12508012	12510012	BORCS5	+
chr19	19303400	19305400	BORCS8	-
chr16	82045093	82047093	SDR42E1	-
chr1	9240262	9242262	LINC01759	+
chr20	10731737	10733737	LINC01752	+
chr1	112531157	112533157	LINC01750	+
chr20	7288079	7290079	LINC01751	-
chr1	29676626	29678626	LINC01756	-
chr20	46040138	46042138	LINC01754	-
chr20	34678631	34680631	EPB41L1	+
chr15	75313895	75315895	PPCDC	+
chr18	5544309	5546309	EPB41L3	-
chr6	131384462	131386462	EPB41L2	-
chr2	120768603	120770603	EPB41L5	+
chr12	81469796	81471796	ACSS3	+
chr20	33462327	33464327	ACSS2	+
chr20	25038818	25040818	ACSS1	-
chr2	8977769	8979769	KIDINS220	-
chrX	7066231	7068231	PUDP	-
chr17	42383926	42385926	RUNDC3A	+
chr7	24797639	24799639	DFNA5	-
chrX	55476521	55478521	MAGEH1	+
chr17	44896126	44898126	WNT3	-
chr7	116963343	116965343	WNT2	-
chr12	49370235	49372235	WNT1	+
chr20	6034726	6036726	LRRN4	-
chr2	241806161	241808161	AGXT	+
chr1	204654481	204656481	LRRN2	-
chr3	3839114	3841114	LRRN1	+
chr1	22469519	22471519	WNT4	-
chr20	60926065	60928065	LAMA5-AS1	+
chr4	132683992	132685992	LOC101927305	+
chr12	131478521	131480521	ADGRD1-AS1	-
chr7	27223026	27225026	HOXA11-AS	+
chr4	154681387	154683387	RNF175	-
chr8	42751866	42753866	RNF170	-
chr8	131097014	131099014	ASAP1-IT2	-
chr8	131308779	131310779	ASAP1-IT1	-
chr20	5107268	5109268	PCNA	-
chr19	4066943	4068943	ZBTB7A	-
chr18	45935793	45937793	ZBTB7C	-
chr1	154973105	154975105	ZBTB7B	+
chr3	101290937	101292937	PCNP	+
chr21	47742035	47744035	PCNT	+
chrY	15592550	15594550	UTY	-
chr7	417390	419390	LOC442497	+
chr8	128023398	128025398	PCAT1	+
chr8	128094466	128096466	PCAT2	-
chr6	163146163	163148163	PACRG	+
chr4	80746624	80748624	PCAT4	+
chr9	97315326	97317326	PCAT7	+
chr1	202778073	202780073	PCAT6	+
chr6	43197211	43199211	DNPH1	-
chr14	101529636	101531636	MIR409	+
chr19	10762936	10764936	ILF3	+
chr1	153643504	153645504	ILF2	-
chr15	83138198	83140198	GOLGA2P10	+
chr15	62540994	62542994	GOLGA2P11	-
chrX	70885551	70887551	LOC101059915	+
chr2	242496145	242498145	BOK	+
chr3	112928311	112930311	BOC	+
chr10	124639157	124641157	FAM24B-CUZD1	-
chr1	115212732	115214732	DENND2C	-
chr7	140340576	140342576	DENND2A	-
chr9	69649360	69651360	LOC100133920	+
chr1	111747160	111749160	DENND2D	-
chrX	49361615	49363615	GAGE1	+
chr1	40563142	40565142	PPT1	-
chr6	3380788	3382788	PPT2	+
chrX	49214656	49216656	GAGE5	+
chr4	143767688	143769688	INPP4B	-
chr2	99059320	99061320	INPP4A	+
chrX	49323479	49325479	GAGE6	+
chr20	66312	68312	DEFB125	+
chr19	5621045	5623045	SAFB	+
chr1	27318194	27320194	TRNP1	+
chr20	3085556	3087556	UBOX5-AS1	+
chr20	30026321	30028321	DEFB123	+
chr20	30016983	30018983	DEFB122	-
chr16	31580845	31582845	YBX3P1	-
chr20	3748452	3750452	C20orf27	-
chr9	138369647	138371647	PPP1R26	+
chr17	79792926	79794926	PPP1R27	-
chr2	48665907	48667907	PPP1R21	+
chr3	25824989	25826989	NGLY1	-
chr10	90752732	90754732	FAS-AS1	-
chr4	110222190	110224190	ZCCHC23	+
chr1	165325478	165327478	LMX1A	-
chr10	81205383	81207383	ZCCHC24	-
chr9	129374721	129376721	LMX1B	+
chr7	142747437	142749437	OR6V1	+
chr4	146017155	146019155	ABCE1	+
chr7	128550773	128552773	KCP	-
chr6	88875767	88877767	CNR1	-
chr2	237076652	237078652	GBX2	-
chr7	150864635	150866635	GBX1	-
chr1	24239817	24241817	CNR2	-
chrX	54554643	54556643	GNL3L	+
chr6	15248927	15250927	JARID2-AS1	-
chrX	48367227	48369227	LOC101927635	-
chr16	29458665	29460665	LOC606724	+
chr5	14662753	14664753	OTULIN	+
chr17	5183557	5185557	RABEP1	+
chr8	56683790	56685790	TGS1	+
chr12	99548577	99550577	ANKS1B	-
chr6	34855037	34857037	ANKS1A	+
chr7	112579932	112581932	BMT2	-
chr16	29873154	29875154	CDIPT-AS1	+
chr16	70062248	70064248	MIR1972-2	+
chr16	70062248	70064248	MIR1972-1	+
chr15	59042177	59044177	ADAM10	-
chr17	42834546	42836546	ADAM11	+
chr10	128077127	128079127	ADAM12	-
chr1	155021747	155023747	ADAM15	+
chr2	9695949	9697949	ADAM17	-
chr8	39440086	39442086	ADAM18	+
chr5	157002831	157004831	ADAM19	-
chr4	88752120	88754120	MEPE	+
chr16	1877195	1879195	HAGH	-
chr11	58499447	58501447	GLYAT	-
chr10	98119122	98121122	OPALIN	-
chr3	112738580	112740580	NEPRO	-
chr19	36236343	36238343	U2AF1L4	-
chr21	44527716	44529716	U2AF1L5	-
chr17	8337169	8339169	NDEL1	+
chr12	42717661	42719661	MIR7851	-
chr19	2628712	2630712	MIR7850	+
chr6	6169668	6171668	MIR7853	-
chr1	108437844	108439844	MIR7852	+
chr14	65252404	65254404	MIR7855	-
chr11	70507945	70509945	SHANK2	-
chr19	51220195	51222195	SHANK1	-
chr1	86823370	86825370	MIR7856	-
chr12	112334866	112336866	ADAM1A	+
chr5	145483946	145485946	PLAC8L1	-
chr11	73693889	73695889	UCP2	-
chr19	49975465	49977465	FLT3LG	+
chr1	55503894	55505894	PCSK9	+
chr17	952314	954314	LINC02210-CRHR1	+
chr4	59402493	59404493	LOC105377671	-
chr20	17205596	17207596	PCSK2	+
chr5	95767863	95769863	PCSK1	-
chr15	102030187	102032187	PCSK6	-
chr11	117103241	117105241	PCSK7	-
chr19	1490449	1492449	PCSK4	-
chr9	78503559	78505559	PCSK5	+
chr2	231189894	231191894	SP140L	+
chr14	92302870	92304870	TC2N	-
chr20	44541003	44543003	PLTP	-
chr7	55755725	55757725	FKBP9P1	-
chr11	111747947	111749947	C11orf1	+
chr20	44052149	44054149	MIR6812	+
chr20	62708363	62710363	MIR6813	-
chr2	219204633	219206633	MIR6810	+
chr2	238417573	238419573	MIR6811	+
chr22	20102274	20104274	MIR6816	-
chr18	42258137	42260137	SETBP1	+
chr21	43167001	43169001	MIR6814	-
chr21	46896179	46898179	MIR6815	+
chr21	15918681	15920681	SAMSN1	-
chr22	30401037	30403037	MIR6818	+
chr22	36682953	36684953	MIR6819	-
chr5	79781799	79783799	FAM151B	+
chr1	55089200	55091200	FAM151A	-
chr7	23626146	23628146	CLK2P1	-
chr10	134900201	134902201	ADGRA1-AS1	-
chr6	132930441	132932441	TAAR3P	-
chr17	2232504	2234504	SNORD91B	-
chr17	2233664	2235664	SNORD91A	-
chr7	154794682	154796682	PAXIP1	-
chr18	13427533	13429533	LDLRAD4-AS1	-
chr10	112697013	112699013	RPL13AP6	-
chr19	49988864	49990864	RPL13AP5	+
chr4	59847999	59849999	LINC02429	+
chr4	104344198	104346198	LINC02428	+
chr12	66424846	66426846	LINC02425	-
chr12	78753526	78755526	LINC02424	-
chr12	82345497	82347497	LINC02426	+
chr12	68123255	68125255	LINC02421	-
chr12	67836339	67838339	LINC02420	-
chr12	119199484	119201484	LINC02423	-
chr12	32040137	32042137	LINC02422	-
chr19	17324154	17326154	USE1	+
chr2	68547183	68549183	CNRIP1	-
chr3	186502111	186504111	SNORA63B	+
chr1	36884179	36886179	SNORA63C	-
chr3	183167646	183169646	SNORA63D	+
chr3	183169601	183171601	SNORA63E	+
chrX	101852275	101854275	ARMCX5-GPRASP2	+
chr9	43145484	43147484	LOC642929	-
chr2	38356246	38358246	CYP1B1-AS1	+
chr19	529732	531732	CDC34	+
chr19	10514271	10516271	CDC37	-
chr1	248738058	248740058	OR2T34	-
chr1	248802559	248804559	OR2T35	-
chr1	248437116	248439116	OR2T33	-
chr10	11936709	11938709	PROSER2-AS1	-
chrX	57164058	57166058	SPIN2A	-
chrX	57147979	57149979	SPIN2B	-
chr19	17620431	17622431	PGLS	+
chr13	47040911	47042911	LINC01198	-
chr5	12572968	12574968	LINC01194	+
chr16	9549362	9551362	LINC01195	-
chr15	95870329	95872329	LINC01197	-
chr2	114735145	114737145	LINC01191	+
chr3	163021089	163023089	LINC01192	-
chr15	21143766	21145766	LINC01193	+
chr18	54316615	54318615	WDR7	+
chr15	40824749	40826749	MRPL42P5	-
chr4	122745156	122747156	CCNA2	-
chrX	95937661	95939661	DIAPH2	+
chr13	37004408	37006408	CCNA1	+
chr7	95399817	95401817	DYNC1I1	+
chr8	145653946	145655946	VPS28	-
chr2	172542181	172544181	DYNC1I2	+
chr12	11139511	11141511	TAS2R50	-
chr13	21750741	21752741	SKA3	-
chr17	57232800	57234800	SKA2	-
chr7	6591067	6593067	GRID2IP	-
chr13	61989655	61991655	PCDH20	-
chr6	36851639	36853639	C6orf89	+
chr14	104313927	104315927	PPP1R13B	-
chr19	45908312	45910312	PPP1R13L	-
chr16	19420056	19422056	TMC5	+
chr11	133900166	133902166	LOC100128239	+
chr2	219743254	219745254	WNT10A	+
chr12	49365641	49367641	WNT10B	-
chr9	123007328	123009328	MIR147A	-
chr15	45723247	45725247	MIR147B	+
chr22	38966201	38968201	DMC1	-
chr2	232757008	232759008	MIR1471	-
chr19	15558358	15560358	MIR1470	+
chr11	48508344	48510344	OR4A47	+
chr3	188286454	188288454	LPP-AS1	-
chr3	187871876	187873876	LPP-AS2	-
chr3	149051259	149053259	TM4SF18	-
chr3	196065291	196067291	TM4SF19	-
chr8	26240469	26242469	SDAD1P1	-
chr2	105468525	105470525	POU3F3	+
chr3	75711480	75713480	FRG2EP	+
chr5	134871639	134873639	NEUROG1	-
chr1	35450948	35452948	TMEM35B	-
chrX	100331835	100333835	TMEM35A	+
chr1	38512450	38514450	POU3F1	-
chr7	107643804	107645804	LAMB1	-
chr1	209824679	209826679	LAMB3	-
chr3	49170599	49172599	LAMB2	-
chrX	77164152	77166152	ATP7A	+
chr7	107770801	107772801	LAMB4	-
chrX	77583188	77585188	CYSLTR1	-
chr12	123717785	123719785	MPHOSPH9	-
chr13	20205787	20207787	MPHOSPH8	+
chrX	82761268	82763268	POU3F4	+
chr16	82203829	82205829	MPHOSPH6	-
chr10	105807944	105809944	MIR936	-
chr9	119449542	119451542	ASTN2	-
chr1	177134040	177136040	ASTN1	-
chr12	6862636	6864636	MLF2	-
chr2	176032437	176034437	MIR933	-
chr18	37256741	37258741	MIR5583-2	-
chr18	37254684	37256684	MIR5583-1	+
chr10	29891275	29893275	MIR938	-
chr8	145619445	145621445	MIR939	-
chr15	41950609	41952609	MGA	+
chr6	22718153	22720153	LOC105374972	-
chr16	60393697	60395697	LOC729159	-
chr12	15038996	15040996	MGP	-
chr17	14202366	14204366	HS3ST3B1	+
chr1	244615436	244617436	ADSS	-
chr20	1612153	1614153	SIRPG-AS1	+
chr14	55032329	55034329	SAMD4A	+
chr22	40740503	40742503	ADSL	+
chr19	39831098	39833098	SAMD4B	+
chr22	29700984	29702984	GAS2L1	+
chr22	46447725	46449725	PRR34-AS1	+
chr12	100965438	100967438	GAS2L3	+
chr17	34079897	34081897	GAS2L2	-
chr4	95264027	95266027	HPGDS	-
chr2	64567982	64569982	MIR4433B	-
chr2	64565892	64567892	MIR4433A	+
chr1	84850484	84852484	UOX	-
chr11	113644485	113646485	ZW10	-
chr3	157825840	157827840	RSRC1	+
chr12	123011560	123013560	RSRC2	-
chr3	194072057	194074057	CPN2	-
chr10	101841642	101843642	CPN1	-
chr1	3663937	3665937	TP73-AS1	-
chr17	26551588	26553588	PYY2	+
chr13	49820046	49822046	CDADC1	+
chr6	1119722	1121722	GABBR1	-
chr17	7309501	7311501	NLGN2	+
chrX	70362680	70364680	NLGN3	+
chr19	1074632	1076632	ARHGAP45	+
chr17	12690828	12692828	ARHGAP44	+
chr7	62764434	62766434	ZNF733P	-
chr1	160158284	160160284	CASQ1	+
chr20	37228576	37230576	ARHGAP40	+
chr1	116311426	116313426	CASQ2	-
chr12	69078730	69080730	NUP107	+
chr2	70314147	70316147	PCBP1-AS1	-
chr10	49239658	49241658	AGAP12P	-
chr20	62680979	62682979	SOX18	-
chr2	37899342	37901342	CDC42EP3	-
chr11	65080288	65082288	CDC42EP2	+
chr22	37954470	37956470	CDC42EP1	+
chr19	54984437	54986437	CDC42EP5	-
chr17	71308143	71310143	CDC42EP4	-
chr5	180258618	180260618	HEIH	-
chr6	117150220	117152220	GPRC6A	-
chr17	45770629	45772629	TBKBP1	+
chr22	23485510	23487510	RAB36	+
chr2	204190961	204192961	ABI2	+
chr17	47285588	47287588	ABI3	+
chr10	27150016	27152016	ABI1	-
chr12	117537251	117539251	TESC	-
chr10	92705056	92707056	XLOC_008559	+
chr5	76934522	76936522	OTP	-
chr17	65371396	65373396	PITPNC1	+
chr17	39123144	39125144	KRT39	-
chr7	150547564	150549564	AOC1	+
chr17	39553844	39555844	KRT31	-
chr17	39623638	39625638	KRT32	-
chr17	39637392	39639392	KRT35	-
chr17	39538636	39540636	KRT34	-
chr17	39580822	39582822	KRT37	-
chr17	39646116	39648116	KRT36	-
chr4	123542212	123544212	IL21	-
chr1	207037153	207039153	IL20	+
chr12	68647281	68649281	IL22	-
chr14	23840069	23842069	IL25	+
chr1	207068787	207070787	IL24	+
chr16	28518155	28520155	IL27	-
chr12	68619571	68621571	IL26	-
chr17	56268084	56270084	EPX	+
chr5	157286183	157288183	CLINT1	-
chr1	44677124	44679124	DMAP1	+
chr5	302290	304290	AHRR	+
chr14	24804277	24806277	ADCY4	-
chr3	123167392	123169392	ADCY5	-
chr12	49182879	49184879	ADCY6	-
chr16	50319822	50321822	ADCY7	+
chr7	45612124	45614124	ADCY1	+
chr5	7394342	7396342	ADCY2	+
chr2	25142886	25144886	ADCY3	-
chr8	132052835	132054835	ADCY8	-
chr16	4166186	4168186	ADCY9	-
chr1	205719372	205721372	NUCKS1	-
chr1	15941952	15943952	DDI2	+
chr11	103905307	103907307	DDI1	+
chr19	44079730	44081730	XRCC1	-
chr17	46665781	46667781	HOXB-AS3	+
chr14	104181823	104183823	XRCC3	-
chr7	152373250	152375250	XRCC2	-
chr2	216972019	216974019	XRCC5	+
chr5	82371227	82373227	XRCC4	+
chr22	42015166	42017166	XRCC6	+
chr19	47922785	47924785	MEIS3	-
chr15	37392341	37394341	MEIS2	-
chr2	66660531	66662531	MEIS1	+
chr5	140344351	140346351	PCDHAC2	+
chr5	140304301	140306301	PCDHAC1	+
chr2	204730510	204732510	CTLA4	+
chr2	239006950	239008950	ESPNL	+
chr11	59129931	59131931	OR5AN1	+
chr17	18424566	18426566	USP32P2	-
chr1	17046652	17048652	ESPNP	-
chr4	169239958	169241958	DDX60	-
chr14	69095504	69097504	LOC100996664	-
chr10	123685826	123687826	ATE1-AS1	+
chr13	76449021	76451021	LMO7DN-IT1	+
chr6	53861687	53863687	MLIP-IT1	+
chr10	71810356	71812356	H2AFY2	+
chr1	167883464	167885464	ADCY10	-
chr12	4916341	4918341	KCNA6	+
chr19	49576198	49578198	KCNA7	-
chr11	30038577	30040577	KCNA4	-
chr12	5151084	5153084	KCNA5	+
chr1	111148975	111150975	KCNA2	-
chr1	111216076	111218076	KCNA3	-
chr12	5017072	5019072	KCNA1	+
chr9	138398293	138400293	LOC101928525	-
chr10	13140081	13142081	OPTN	+
chr5	78405603	78407603	BHMT	+
chr9	106759989	106761989	LOC101928523	+
chr12	117535271	117537271	TESC-AS1	+
chr1	203461270	203463270	OPTC	+
chr19	49466565	49468565	FTL	+
chr3	182817375	182819375	MCCC1	-
chr17	35656692	35658692	ACACA	-
chr12	109575201	109577201	ACACB	+
chr17	7282292	7284292	TNK1	+
chr1	20306932	20308932	PLA2G2A	-
chr1	20503857	20505857	PLA2G2C	-
chr1	20250110	20252110	PLA2G2E	-
chr1	20446059	20448059	PLA2G2D	-
chr1	20463822	20465822	PLA2G2F	+
chr11	55905194	55907194	OR8J3	-
chr11	56125690	56127690	OR8J1	+
chr17	79137306	79139306	AATK-AS1	+
chr15	22890626	22892626	CYFIP1	+
chr5	156691089	156693089	CYFIP2	+
chr17	48943715	48945715	TOB1	-
chr4	144478624	144480624	GUSBP5	+
chr6	58263207	58265207	GUSBP4	-
chr5	21457588	21459588	GUSBP1	+
chr5	69006354	69008354	GUSBP3	-
chr6	26924333	26926333	GUSBP2	-
chr5	70555122	70557122	GUSBP9	-
chr17	39459103	39461103	KRTAP29-1	-
chr10	126148340	126150340	LHPP	+
chr9	131707971	131709971	NUP188	+
chr12	104457955	104459955	GLT8D2	-
chr3	52740099	52742099	GLT8D1	-
chr1	247697141	247699141	OR2C3	-
chr20	31095761	31097761	LOC101929698	+
chr16	3403888	3405888	OR2C1	+
chr5	1178720	1180720	CTD-3080P12.3	-
chr2	79345583	79347583	REG1A	+
chr2	79315150	79317150	REG1B	-
chr11	68748455	68750455	MRGPRD	-
chr11	3253616	3255616	MRGPRE	-
chr11	68780850	68782850	MRGPRF	-
chr11	3240043	3242043	MRGPRG	-
chr9	15307358	15309358	TTC39B	-
chr1	51763633	51765633	TTC39A	-
chr1	220263195	220265195	BPNT1	-
chr1	221509638	221511638	C1orf140	-
chr3	52007041	52009041	ABHD14A-ACY1	+
chr1	67600654	67602654	C1orf141	-
chr8	53104921	53106921	LOC101929341	+
chr11	124630326	124632326	LOC101929340	+
chr1	147011270	147013270	BCL9	+
chr3	187463513	187465513	BCL6	-
chr19	45249977	45251977	BCL3	+
chr18	60986613	60988613	BCL2	-
chr20	57262186	57264186	NPEPL1	+
chr14	95786245	95788245	CLMN	-
chr11	123066013	123068013	CLMP	-
chrX	149735046	149737046	MTM1	+
chr6	2903546	2905546	SERPINB9	-
chr5	122879110	122881110	CSNK1G3	+
chr15	64648458	64650458	CSNK1G1	-
chr17	6915653	6917653	ALOX12-AS1	-
chr6	2842283	2844283	SERPINB1	-
chr18	61329197	61331197	SERPINB3	-
chr18	61552938	61554938	SERPINB2	+
chr18	61142143	61144143	SERPINB5	+
chr18	61311553	61313553	SERPINB4	-
chr18	61440608	61442608	SERPINB7	+
chr6	2972399	2974399	SERPINB6	-
chr11	95522955	95524955	FAM76B	-
chr1	28050489	28052489	FAM76A	+
chr9	140317714	140319714	EXD3	-
chr14	69656193	69658193	EXD2	+
chr15	41522955	41524955	EXD1	-
chr3	47555199	47557199	ELP6	-
chr17	7153519	7155519	ELP5	+
chr11	31529275	31531275	ELP4	+
chr8	27948583	27950583	ELP3	+
chr18	33707836	33709836	ELP2	+
chr12	53473204	53475204	SPRYD3	-
chr12	56860300	56862300	SPRYD4	+
chr1	161066180	161068180	KLHDC9	+
chr22	37640339	37642339	RAC2	-
chr16	87799598	87801598	KLHDC4	-
chr14	50232786	50234786	KLHDC2	+
chr6	42979840	42981840	KLHDC3	+
chr14	50157822	50159822	KLHDC1	+
chr20	30944146	30946146	ASXL1	+
chr11	55648772	55650772	TRIM51	+
chr18	31156540	31158540	ASXL3	+
chr2	26101385	26103385	ASXL2	-
chr6	125623282	125625282	HDDC2	-
chr15	91475799	91477799	HDDC3	-
chr8	146226196	146228196	ZNF252P-AS1	+
chr21	34961014	34963014	DONSON	-
chr13	24842824	24844824	SPATA13	+
chr3	57092468	57094468	SPATA12	+
chr1	217802665	217804665	SPATA17	+
chr3	172859058	172861058	SPATA16	-
chr21	46829980	46831980	COL18A1-AS2	-
chr11	133715433	133717433	SPATA19	-
chr4	52915496	52917496	SPATA18	+
chr9	35072739	35074739	VCP	-
chr4	119435494	119437494	CEP170P1	+
chr11	89724708	89726708	TRIM53AP	+
chr11	7041586	7043586	ZNF214	-
chr19	39368919	39370919	RINL	-
chr6	26085508	26087508	HFE	+
chr7	1092910	1094910	GPR146	+
chr6	170571657	170573657	LOC154449	-
chr7	37721377	37723377	GPR141	+
chr17	72361644	72363644	GPR142	+
chrX	9734005	9736005	GPR143	-
chr6	141002950	141004950	MIR4465	+
chr6	1573418	1575418	HLA-L	+
chr2	131484642	131486642	GPR148	+
chr3	154147504	154149504	GPR149	-
chr16	68296418	68298418	SLC7A6	+
chr1	17215973	17217973	LOC105376805	-
chr15	40884446	40886446	KNL1	+
chr14	23285101	23287101	SLC7A7	-
chr6	139695350	139697350	CITED2	-
chrX	71525764	71527764	CITED1	-
chr3	42130745	42132745	TRAK1	+
chr1	41328018	41330018	CITED4	-
chr11	61445904	61447904	DAGLA	+
chr7	6487643	6489643	DAGLB	-
chr6	1308646	1310646	HLA-G	+
chr6	1026896	1028896	HLA-F	+
chr22	45404874	45406874	PHF21B	-
chr13	37679801	37681801	CSNK1A1L	-
chr22	19419219	19421219	HIRA	-
chr11	66104000	66106000	RIN1	-
chr14	92978124	92980124	RIN3	+
chr20	19865164	19867164	RIN2	+
chr16	78131309	78133309	WWOX	+
chr19	10937648	10939648	MIR6793	+
chr4	54364243	54366243	LNX1-AS1	+
chr4	54457122	54459122	LNX1-AS2	+
chr6	3062121	3064121	RIPK1	+
chr14	24809242	24811242	RIPK3	-
chr8	90767974	90769974	RIPK2	+
chr9	125590935	125592935	PDCL	-
chr4	57973927	57975927	IGFBP7-AS1	+
chr17	36762183	36764183	SRCIN1	-
chr22	32770650	32772650	LOC339666	+
chr4	184020352	184022352	WWC2-AS2	-
chr2	132478063	132480063	C2orf27A	+
chr15	78630665	78632665	CRABP1	+
chr1	156675608	156677608	CRABP2	-
chr2	132559234	132561234	C2orf27B	-
chr5	120656244	120658244	LOC102467226	+
chr7	50133681	50135681	C7orf72	+
chr7	26676703	26678703	C7orf71	+
chr7	124430864	124432864	C7orf77	-
chr4	184161787	184163787	WWC2-AS1	-
chr19	57997078	57999078	ZNF419	+
chr19	58446755	58448755	ZNF418	-
chr19	58427978	58429978	ZNF417	-
chr19	58090243	58092243	ZNF416	-
chr19	53636173	53638173	ZNF415	-
chr19	8579048	8581048	ZNF414	-
chr14	74351317	74353317	ZNF410	+
chr9	36134532	36136532	GLIPR2	+
chr12	75872512	75874512	GLIPR1	+
chr7	128310319	128312319	FAM71F2	+
chr11	65335929	65337929	SSSCA1	+
chr13	79177695	79179695	POU4F1	-
chr4	147558044	147560044	POU4F2	+
chr5	145716586	145718586	POU4F3	+
chr21	46359828	46361828	LINC01547	-
chrX	3187860	3189860	LINC01546	+
chrX	46759139	46761139	LINC01545	-
chr17	73934313	73936313	FBF1	-
chr7	102257205	102259205	RASA4	-
chr21	18809207	18811207	LINC01549	+
chr21	34542541	34544541	LINC01548	-
chr5	86562069	86564069	RASA1	+
chr3	141203888	141205888	RASA2	+
chr13	114898098	114900098	RASA3	-
chr11	66312311	66314311	ACTN3	+
chr1	236847753	236849753	ACTN2	+
chr14	69446083	69448083	ACTN1	-
chr19	39136255	39138255	ACTN4	+
chr18	24922620	24924620	LOC105372038	-
chr6	159239340	159241340	EZR	-
chr5	111093252	111095252	NREP	-
chr17	62077259	62079259	PRR29-AS1	-
chr2	203140835	203142835	SNORD70B	+
chr7	30407665	30409665	DKFZP586I1420	+
chr2	240225156	240227156	MIR4269	+
chr2	220771286	220773286	MIR4268	-
chr2	28217233	28219233	MIR4263	+
chr2	11977112	11979112	MIR4262	-
chr2	10332797	10334797	MIR4261	-
chr1	209796855	209798855	MIR4260	-
chr2	110827619	110829619	MIR4267	-
chr2	109930081	109932081	MIR4266	-
chr2	109758044	109760044	MIR4265	-
chr2	79876485	79878485	MIR4264	-
chr21	30257695	30259695	N6AMT1	-
chrX	17577248	17579248	NHS-AS1	-
chr11	55942093	55944093	OR5J2	+
chr8	134696309	134698309	LOC105375773	-
chr17	62778117	62780117	ARHGAP27P1-BPTFP1-KPNA2P3	-
chr10	116286685	116288685	ABLIM1	-
chr5	148519009	148521009	ABLIM3	+
chr4	8160559	8162559	ABLIM2	-
chr19	4457791	4459791	UBXN6	-
chrX	139789923	139791923	LINC00632	+
chrX	134254405	134256405	LINC00633	-
chrX	102022094	102024094	LINC00630	+
chr3	107600051	107602051	LINC00636	+
chr14	104312057	104314057	LINC00637	+
chr22	42346190	42348190	LINC00634	+
chr3	107596915	107598915	LINC00635	-
chr14	105285537	105287537	LINC00638	+
chr14	39386086	39388086	LINC00639	-
chr9	66492268	66494268	PTGER4P2-CDK2AP2P2	+
chr13	103457495	103459495	BIVM-ERCC5	+
chr17	56412562	56414562	TSPOAP1-AS1	+
chr11	73472201	73474201	RAB6A	-
chr3	133614691	133616691	RAB6B	-
chr2	130735234	130737234	RAB6C	+
chr11	86664662	86666662	LOC100506368	+
chr20	35201678	35203678	DLGAP4-AS1	-
chr13	106116564	106118564	DAOA	+
chr19	53515343	53517343	ERVV-1	+
chr19	53545990	53547990	ERVV-2	+
chr11	1591970	1593970	KRTAP5-AS1	+
chr10	5855512	5857512	GDI2	-
chr4	42393285	42395285	LOC105374428	-
chrX	153663258	153665258	GDI1	+
chr19	47102406	47104406	CALM3	+
chr13	100741197	100743197	LOC105370333	-
chr16	3109371	3111371	MMP25-AS1	-
chr15	65282284	65284284	SPG21	-
chr16	4323001	4325001	TFAP4	-
chr5	169008637	169010637	SPDL1	+
chr14	90861326	90863326	CALM1	+
chr22	32017517	32019517	MIR7109	-
chr19	2434998	2436998	MIR7108	-
chr22	21638667	21640667	LOC102724728	-
chr1	24882515	24884515	LOC100506985	-
chr12	121882155	121884155	MIR7107	-
chr7	102789569	102791569	NAPEPLD	-
chr1	158656506	158658506	SPTA1	-
chr8	42993591	42995591	HGSNAT	+
chr21	35014160	35016160	CRYZL1	-
chr15	44082173	44084173	SERF2	+
chr14	20526203	20528203	OR4L1	+
chr11	20070849	20072849	NAV2-AS2	-
